reg_lambda,reg_alpha,num_leaves,n_estimators,max_depth,learning_rate,feature_fraction,bagging_fraction,Modelo,Metodo,ETF,date
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLV,2019-06-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLU,2019-06-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,IYR,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,VOX,2019-06-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-07-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-07-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-07-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLI,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-07-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-07-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-07-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-07-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLU,2019-07-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,VOX,2019-07-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-07-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-08-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-08-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLI,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-08-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-08-01
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLU,2019-08-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-08-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-08-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-09-03
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-09-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLI,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-09-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLE,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-09-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-09-03
1,0.1,40,200,20,0.01,0.6,0.8,LGBMR,random,XLV,2019-09-03
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLU,2019-09-03
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,IYR,2019-09-03
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,VOX,2019-09-03
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLE,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLK,2019-10-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLI,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-10-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLF,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLP,2019-10-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-10-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLU,2019-10-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,IYR,2019-10-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,VOX,2019-10-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-11-01
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLE,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-11-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-11-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLI,2019-11-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLY,2019-11-01
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLP,2019-11-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLV,2019-11-01
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-11-01
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,VOX,2019-11-01
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,IYR,2019-11-01
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLE,2019-12-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2019-12-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLI,2019-12-02
1,0.1,40,100,20,0.01,0.6,0.6,LGBMR,random,XLY,2019-12-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLF,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLP,2019-12-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2019-12-02
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLU,2019-12-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2019-12-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,VOX,2019-12-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,SPY,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLE,2020-01-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLK,2020-01-02
1,0.5,50,200,15,0.1,0.8,0.6,LGBMR,random,XLB,2020-01-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLI,2020-01-02
1,0.1,40,300,20,0.1,0.6,0.8,LGBMR,random,XLY,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,XLF,2020-01-02
1,0.1,40,200,20,0.1,0.8,0.6,LGBMR,random,XLP,2020-01-02
1.5,0.1,50,200,15,0.01,0.8,0.8,LGBMR,random,XLV,2020-01-02
1.5,0.5,50,100,20,0.01,0.6,0.8,LGBMR,random,XLU,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,IYR,2020-01-02
1.5,0.1,31,300,20,0.01,0.6,0.8,LGBMR,random,VOX,2020-01-02
110,0.014627144017474704,47,0.6048348568996375,0.6266275200289607,14,0.4474658095067152,1.07734186674139,LGBMR,optuna,XLB,2019-01-03
111,0.08717340659497964,38,0.6853129450202693,0.6201461470519486,17,0.25534798394967756,1.4692674942373853,LGBMR,optuna,XLE,2019-01-03
177,0.08451439442727032,43,0.6277390167981186,0.6670950015078075,19,0.10247692112028414,1.4052593139054892,LGBMR,optuna,XLK,2019-01-03
145,0.06765071516757308,49,0.6384724919941146,0.7777691194360952,15,0.4774132170997043,1.0290717911742182,LGBMR,optuna,XLP,2019-01-03
107,0.011571197667171042,33,0.6976932750520981,0.7250102335634687,18,0.15759818019406593,1.1052894781577458,LGBMR,optuna,XLF,2019-01-03
161,0.041886773731596605,34,0.6195518863207544,0.6265794820502255,11,0.11062615797082134,1.1195824806527002,LGBMR,optuna,SPY,2019-01-03
243,0.06574974376144552,46,0.7545828071809622,0.7604087324814388,19,0.13317921545302525,1.197487797852613,LGBMR,optuna,XLI,2019-01-03
224,0.07778127434763776,37,0.7176769598264782,0.6514106410425177,11,0.16728271947648626,1.0737051374103759,LGBMR,optuna,XLV,2019-01-03
145,0.04798876310577397,38,0.635397017229559,0.7059675263096734,12,0.10158428147272057,1.0092757729949333,LGBMR,optuna,XLU,2019-01-03
236,0.023742279434146238,50,0.7982497229190615,0.6519042793979173,17,0.1028072040323305,1.1988334828511544,LGBMR,optuna,XLY,2019-01-03
240,0.061350937527260896,49,0.7497896916172788,0.7116620857087781,17,0.3189454398710082,1.0413916752373718,LGBMR,optuna,VOX,2019-01-03
264,0.06192873977276747,39,0.6323582393341903,0.6541010238998756,19,0.1044559043928941,1.4327562441857036,LGBMR,optuna,IYR,2019-01-03
172,0.08913154593106036,36,0.6280627124091189,0.7389353277405307,18,0.11620778828169472,1.480541679999911,LGBMR,optuna,SPY,2019-02-01
209,0.0830445386581671,45,0.6744984963726119,0.6593100219279107,13,0.23892692093916268,1.0514978425033987,LGBMR,optuna,XLB,2019-02-01
170,0.06503895886414736,43,0.7094949419037268,0.798414070888199,15,0.12090693354692988,1.2520712927146311,LGBMR,optuna,XLE,2019-02-01
104,0.0944008258834636,44,0.66419447504132,0.6491805608764079,13,0.11265005933845923,1.0079851013366623,LGBMR,optuna,XLF,2019-02-01
285,0.06551650386721704,49,0.7427673400785509,0.7188906822777777,17,0.45613796515571414,1.4690240868929947,LGBMR,optuna,XLP,2019-02-01
162,0.047558563160665174,47,0.708788547815554,0.721833233670981,20,0.10118735634675577,1.1853458295557777,LGBMR,optuna,XLY,2019-02-01
277,0.09191415185435028,31,0.680660746391019,0.6471287601757166,18,0.14170346298501385,1.4962251208484432,LGBMR,optuna,XLI,2019-02-01
196,0.0578614810993279,43,0.7219492143066951,0.7246399436898256,10,0.10205564526501613,1.2271504920907714,LGBMR,optuna,XLK,2019-02-01
211,0.02242102313111717,40,0.6006905115088415,0.7329550469947661,12,0.12653432224845285,1.3610902936247875,LGBMR,optuna,XLV,2019-02-01
206,0.06897215655085413,47,0.7672276442585255,0.7785705694695834,13,0.17299028081394713,1.2768508352806407,LGBMR,optuna,VOX,2019-02-01
253,0.0699998789590361,48,0.7832968544812146,0.7575694804189524,12,0.23334540166048096,1.2247941333652947,LGBMR,optuna,IYR,2019-02-01
276,0.08829120831169401,46,0.7846470697488582,0.799769716508904,19,0.10016488870692988,1.448074352375549,LGBMR,optuna,XLU,2019-02-01
136,0.03423988809078807,34,0.7712044171513929,0.7781075871046773,14,0.11509464815765566,1.4446305551442449,LGBMR,optuna,XLI,2019-03-01
158,0.07961124559137749,36,0.6959620206249125,0.7004338682203254,10,0.38400123083611215,1.3811483968896372,LGBMR,optuna,XLB,2019-03-01
124,0.042476009191263125,44,0.7538960379800318,0.6979040408063547,13,0.10695887792790273,1.2825615990809238,LGBMR,optuna,XLF,2019-03-01
102,0.06468670189571485,43,0.6444273984475203,0.6190102130134545,10,0.12981143267225273,1.4483124895428048,LGBMR,optuna,XLE,2019-03-01
136,0.0846270529823434,46,0.7767891136203267,0.7883895244976427,14,0.4621551177876918,1.4762136185805912,LGBMR,optuna,XLP,2019-03-01
285,0.03504309874122733,42,0.7273272775736714,0.7749596820684317,17,0.24580700307143807,1.4033000534297821,LGBMR,optuna,SPY,2019-03-01
105,0.06352113202787694,50,0.7842327834473735,0.679835135066916,16,0.10074350737537706,1.3226237047108267,LGBMR,optuna,XLU,2019-03-01
136,0.08294954881049568,39,0.6770377441803201,0.6834318370554158,18,0.47202724744076463,1.4954933103239985,LGBMR,optuna,VOX,2019-03-01
275,0.03388622276238232,41,0.7138693465432954,0.678948254653628,18,0.1007032715187642,1.0514204101380837,LGBMR,optuna,XLY,2019-03-01
288,0.0767316699825865,36,0.6957576102337549,0.6957609730476055,19,0.10149080779131675,1.4947723286342929,LGBMR,optuna,XLK,2019-03-01
188,0.04721352278639613,46,0.7606750066729795,0.6147589588715484,12,0.10053242936906603,1.0646810668411013,LGBMR,optuna,IYR,2019-03-01
272,0.03805361396047592,42,0.7992561439282206,0.6383197169333746,12,0.15948180980245583,1.4890573413258485,LGBMR,optuna,XLV,2019-03-01
190,0.010039730325867647,45,0.6769342134610513,0.7368683942037316,15,0.13350551463567373,1.1602960418972352,LGBMR,optuna,SPY,2019-04-01
232,0.02643520254425096,42,0.7257979625022014,0.793093169627193,18,0.301399440402351,1.343892734543715,LGBMR,optuna,XLB,2019-04-01
182,0.02527639405592849,43,0.6515066289800538,0.6045633531889433,20,0.14280803045251778,1.1175491798275865,LGBMR,optuna,XLI,2019-04-01
242,0.03605809435390309,34,0.741980286072577,0.7358892711960704,19,0.16927450250911993,1.4697250091892817,LGBMR,optuna,XLE,2019-04-01
121,0.04935154898496156,40,0.7720485778873157,0.7138335464271285,13,0.49908137369821187,1.4556524500320434,LGBMR,optuna,XLU,2019-04-01
297,0.021481454166956147,37,0.7372663449275925,0.6469886959457649,12,0.422636692635065,1.329842280340924,LGBMR,optuna,XLP,2019-04-01
112,0.059745513910272864,43,0.6052222933363689,0.6938314783262503,14,0.38108668396974443,1.1422388142759845,LGBMR,optuna,VOX,2019-04-01
299,0.09920336592144446,48,0.7334946234620131,0.6170281061688772,11,0.10170290069425186,1.151117642628007,LGBMR,optuna,XLK,2019-04-01
187,0.023079892737349082,35,0.7348286201742243,0.7334599074611051,15,0.10109801528891448,1.4188348872902672,LGBMR,optuna,XLV,2019-04-01
275,0.09162271269043278,48,0.6004666597668975,0.7099809243171804,20,0.1018069786405015,1.4429199370717538,LGBMR,optuna,XLY,2019-04-01
245,0.06611973103632042,33,0.7205346810839065,0.7728145439991463,14,0.10788692882920317,1.0969975326939565,LGBMR,optuna,XLF,2019-04-01
159,0.03140639679940202,31,0.797863218195811,0.7839472220002005,20,0.10473127901369261,1.4049570628053143,LGBMR,optuna,IYR,2019-04-01
162,0.01858814148939012,36,0.719556274862672,0.7822915435818992,13,0.10291854006910403,1.3105369950357617,LGBMR,optuna,XLK,2019-05-01
144,0.08022068804351416,46,0.6062295758771965,0.6051062664427085,20,0.11268320426351305,1.0814965016093558,LGBMR,optuna,XLE,2019-05-01
215,0.07681510638716194,37,0.7983726960885147,0.6202110141207733,19,0.17284432983689788,1.065861407289545,LGBMR,optuna,XLB,2019-05-01
102,0.04882273910839742,38,0.6717841891127111,0.6655049066567164,20,0.1229253833132335,1.4941282801559435,LGBMR,optuna,XLI,2019-05-01
139,0.08193976543108467,43,0.7813973220737431,0.6660282671542201,15,0.4213788634659227,1.0203625953960809,LGBMR,optuna,SPY,2019-05-01
100,0.06243196919223279,40,0.6688143720999727,0.739280939148831,17,0.1053388973351056,1.3418109067875967,LGBMR,optuna,IYR,2019-05-01
139,0.010715748562321582,39,0.739080169996862,0.660642401924416,20,0.4971635830334922,1.0260047787525477,LGBMR,optuna,XLU,2019-05-01
251,0.02052757062361401,31,0.6896502193610498,0.7937266736904136,15,0.21990687251974683,1.0497556847970337,LGBMR,optuna,XLY,2019-05-01
221,0.05116720368721405,47,0.6502821497339605,0.6736266265212836,14,0.3211287703635653,1.4151993797726186,LGBMR,optuna,VOX,2019-05-01
238,0.09770527548706745,43,0.7326041803381438,0.6067497512634276,20,0.10093552032036411,1.303940851724384,LGBMR,optuna,XLF,2019-05-01
180,0.0702734814406885,50,0.7995534762885076,0.7450564038139001,13,0.10121037134306358,1.001835885581108,LGBMR,optuna,XLP,2019-05-01
269,0.06220536531062152,45,0.7616681938161645,0.7348249515948386,11,0.1478245764901369,1.3374530566335727,LGBMR,optuna,XLV,2019-05-01
102,0.09354898271149148,33,0.6216436636473933,0.7529233849438862,20,0.10216884453791186,1.1154116093309363,LGBMR,optuna,XLE,2019-06-03
235,0.07732744356659213,50,0.7005151733523272,0.7537851915832612,10,0.43784737433087617,1.0095227108072347,LGBMR,optuna,XLB,2019-06-03
114,0.07180534754589901,43,0.792223776921514,0.6359061687691434,10,0.36635426059872933,1.400889492250318,LGBMR,optuna,SPY,2019-06-03
223,0.07586854125369998,39,0.6882150002158239,0.686244660462841,19,0.22866313455377185,1.2600871985458735,LGBMR,optuna,XLI,2019-06-03
159,0.037906051649049276,33,0.7890262695804869,0.648806623920221,13,0.34861979265069554,1.480540315862563,LGBMR,optuna,VOX,2019-06-03
199,0.05210568723276891,46,0.744196853651287,0.6647274853342638,17,0.11439075530454089,1.174285474943525,LGBMR,optuna,XLF,2019-06-03
243,0.09112523005814316,44,0.6173502330213191,0.7974623320219472,19,0.10052029700920152,1.3414560738445076,LGBMR,optuna,XLY,2019-06-03
229,0.06557372843436085,46,0.646337188833632,0.752277449235455,11,0.10003926903339073,1.2863968309779503,LGBMR,optuna,XLK,2019-06-03
201,0.0629843340062623,44,0.7441406951473297,0.6333187077833962,18,0.17846652205743213,1.1511267584246505,LGBMR,optuna,XLV,2019-06-03
227,0.08246340852713177,48,0.7254430349894759,0.6635919801366423,10,0.17786487605554985,1.4638574762037093,LGBMR,optuna,XLP,2019-06-03
157,0.0785060988615989,45,0.6868139451285606,0.7373336804305112,17,0.10443643839075809,1.2518290311688416,LGBMR,optuna,XLU,2019-06-03
244,0.07661229203112693,43,0.7522848016857631,0.6911677552502952,17,0.10447795510636443,1.3984248581631618,LGBMR,optuna,IYR,2019-06-03
168,0.011432952834565541,40,0.6563816875816975,0.6766805079339426,15,0.4955345316978084,1.2355217903768592,LGBMR,optuna,XLE,2019-07-01
141,0.08142702422298681,47,0.7084761416694965,0.742578702243619,10,0.10109145741539614,1.301407327832261,LGBMR,optuna,XLK,2019-07-01
213,0.04490689438535922,35,0.6108709122389201,0.7550099244298255,13,0.3604596010422918,1.2271676895373025,LGBMR,optuna,SPY,2019-07-01
268,0.031470803630015656,35,0.6306575542689543,0.6275177262826563,19,0.4484405734523753,1.115070229992453,LGBMR,optuna,XLB,2019-07-01
114,0.04728404633963582,47,0.6666407225909488,0.7543727795847995,12,0.27580979321878385,1.45343588204337,LGBMR,optuna,XLY,2019-07-01
101,0.0820127538563833,44,0.7657138338549672,0.7635625946150745,10,0.4495392118039934,1.3127026676061504,LGBMR,optuna,XLU,2019-07-01
101,0.06353756257131887,31,0.7537005750308984,0.6069228248975777,10,0.14751236459066697,1.4482603533158431,LGBMR,optuna,XLV,2019-07-01
137,0.09880133909905636,47,0.7584507678775892,0.6086523916116184,20,0.4981878648082082,1.0508376095618703,LGBMR,optuna,VOX,2019-07-01
144,0.08762788022015477,40,0.649033640000643,0.661539543229321,15,0.1607588050290097,1.410718080307884,LGBMR,optuna,IYR,2019-07-01
228,0.08294386388882602,43,0.780794000366235,0.6526211327307991,16,0.13146347798885477,1.3134820843650645,LGBMR,optuna,XLI,2019-07-01
253,0.0361269804174654,39,0.6584739094123763,0.7073685070649562,16,0.11818888681089026,1.4727043333724537,LGBMR,optuna,XLP,2019-07-01
295,0.07137638749453418,50,0.6760482877114178,0.7982505326768274,16,0.10326186599161971,1.2280900008506759,LGBMR,optuna,XLF,2019-07-01
109,0.04629899638134628,38,0.7654267427426233,0.6725621032149126,10,0.2545304782920647,1.3420550175666381,LGBMR,optuna,XLE,2019-08-01
104,0.09967923022691132,42,0.7324898258721331,0.600096588330134,17,0.10067339336013816,1.321203021788367,LGBMR,optuna,XLF,2019-08-01
163,0.011728995472470964,37,0.7037067064738757,0.7284294101195451,14,0.1533402576969609,1.297977777074012,LGBMR,optuna,XLI,2019-08-01
101,0.026773588186790105,43,0.7407004256261409,0.6620593424959345,16,0.3267959118954662,1.469081101834003,LGBMR,optuna,SPY,2019-08-01
215,0.06501530551445726,36,0.7857571955197482,0.6422420591839324,11,0.22388846979389654,1.213262041812219,LGBMR,optuna,XLB,2019-08-01
230,0.03376309259902819,47,0.7519170617135958,0.7846412395371042,11,0.10046937273302696,1.4942827105244072,LGBMR,optuna,XLK,2019-08-01
295,0.05766258928702507,48,0.7811726491151206,0.7537719137047674,11,0.14018698996782875,1.2223355153469515,LGBMR,optuna,XLY,2019-08-01
132,0.06432874243953196,43,0.6767226870785604,0.7670546616233326,15,0.14869901862132973,1.2599896352992095,LGBMR,optuna,IYR,2019-08-01
244,0.09487317605721188,43,0.6885768212424085,0.708395747573901,19,0.16049040113572088,1.1552695435858613,LGBMR,optuna,XLP,2019-08-01
214,0.07073792886546748,41,0.603833365621486,0.6500169102879991,20,0.4987847362908423,1.4915186623954777,LGBMR,optuna,XLU,2019-08-01
209,0.07821741097699371,42,0.607274441929796,0.7992706297155769,13,0.1043067450819175,1.4895490556687685,LGBMR,optuna,VOX,2019-08-01
286,0.09641072580597261,50,0.7457320096165247,0.7991927376156982,20,0.12487953703746368,1.4820252380865855,LGBMR,optuna,XLV,2019-08-01
105,0.037884604024517786,47,0.7631850152690063,0.7210046957245628,16,0.10318773719099804,1.0797145781764501,LGBMR,optuna,SPY,2019-09-03
184,0.06905726855530388,46,0.6950355268702691,0.7558012969935426,12,0.19329465639250598,1.2186396385144147,LGBMR,optuna,XLB,2019-09-03
215,0.09962503750397612,48,0.6300010874428272,0.6243907203422262,16,0.10128498468155575,1.3734465605005362,LGBMR,optuna,XLI,2019-09-03
269,0.08155985025979624,32,0.7366954846012927,0.7344511307741146,17,0.47590280504738547,1.4674971672167552,LGBMR,optuna,XLY,2019-09-03
173,0.06634142470703279,41,0.6801465983102786,0.785241880927393,13,0.18661235288979172,1.3027578021212398,LGBMR,optuna,XLP,2019-09-03
230,0.029112773264259977,41,0.6507530969488234,0.6059911946188098,14,0.10052849859001645,1.3713474604788662,LGBMR,optuna,XLK,2019-09-03
261,0.011710059653143689,31,0.6064338545995638,0.6002807885167346,15,0.10682298672100253,1.1655497437300697,LGBMR,optuna,XLE,2019-09-03
211,0.07069481541135775,39,0.742577283858882,0.6374172883426872,20,0.10099174095315624,1.4770849657362417,LGBMR,optuna,XLF,2019-09-03
166,0.09563128349833627,39,0.7940770043441225,0.703266283471029,10,0.10966040818898526,1.4826643221338405,LGBMR,optuna,IYR,2019-09-03
241,0.010360823968902694,39,0.6087821998095149,0.6939078247039343,10,0.12699210171589304,1.0166907348623822,LGBMR,optuna,XLV,2019-09-03
255,0.04871005776407702,42,0.6751387995128382,0.7810416688739537,10,0.10346878567266057,1.2805363353921178,LGBMR,optuna,VOX,2019-09-03
218,0.010297849222130019,33,0.6492514833749231,0.6417162469914592,17,0.237111663433014,1.2101015467100735,LGBMR,optuna,XLU,2019-09-03
103,0.022852999010578315,50,0.6501156198128684,0.7795991757617389,11,0.4208771311448516,1.4151154141349591,LGBMR,optuna,SPY,2019-10-01
106,0.04917930271938502,47,0.7961771628937145,0.6716352417565654,10,0.3496412711117576,1.06843053156683,LGBMR,optuna,XLB,2019-10-01
157,0.02308019054441536,43,0.6399405936323819,0.6732940797561828,12,0.10026247564641035,1.1068568064843038,LGBMR,optuna,XLI,2019-10-01
112,0.09287601907421533,44,0.6912003778289119,0.774557938266494,16,0.11446381926402244,1.180687237853866,LGBMR,optuna,XLV,2019-10-01
291,0.04251965214249573,31,0.6826274376531807,0.7013091304725841,19,0.3241715592175462,1.3946741540347423,LGBMR,optuna,XLE,2019-10-01
246,0.062028610036584414,36,0.7686892118804788,0.6408515437350717,20,0.10015578201469304,1.1689669041325201,LGBMR,optuna,XLK,2019-10-01
209,0.05902284394870268,46,0.7075111402398412,0.7397860510454495,18,0.26520144608218654,1.370078201094308,LGBMR,optuna,XLY,2019-10-01
229,0.09920115716467222,35,0.602879036780744,0.6037109364753793,14,0.14913967996646826,1.1899831351401937,LGBMR,optuna,XLP,2019-10-01
